item,review,date,rating,review_word,item_url,year
The Sword in the Stone (Disney Gold Classic Collection) [DVD],Excellent,"January 4, 2021",5,Received this in a short time frame and is in excellent condition! Thank u!,https://www.amazon.com/Sword-Stone-Disney-Classic-Collection/dp/B00004R9A0/ref=sr_1_1?crid=2PK0V64PVBYRU&dib=eyJ2IjoiMSJ9.IG5IsgCd_tJLcDfYAGsKRQ.ISfANwIrfxDC0AJirSWM76wsRzBHPDYrD0UzxKsIfPs&dib_tag=se&keywords=B00004R9A0&qid=1716395894&sprefix=b00004r9a0%2Caps%2C361&sr=8-1,2021
Guilty,One of her all-time best!,"September 2, 2021",5,"This album proves that Barbra can sing just about anything, and make it sound great.",https://www.amazon.com/Guilty-Barbra-Streisand/dp/B0000025JT/ref=sr_1_1?crid=7QGAWAK75BJT&dib=eyJ2IjoiMSJ9.bWJFLK_6qT8yvopu7WBjLA.-K9xHZKK8vf9Ja04M1RhO5jFccd2h3qGUxUuiJfzsf8&dib_tag=se&keywords=B0000025JT&qid=1716307277&sprefix=b0000025jt%2Caps%2C368&sr=8-1,2021
Supernatural,Carlos still has it,"August 28, 2021",5,Love carlos' guitar playing. He has a unique sound,https://www.amazon.com/Supernatural-Santana/dp/B00000J7J4/ref=sr_1_1?crid=1I719FOU2EZ5J&dib=eyJ2IjoiMSJ9.eevnfa4t_d_xSkn081Yvgg.HGPtXJ2pirN17YxCjrUKbBiHW3kxk38KrsqGaCkjvEY&dib_tag=se&keywords=B00000J7J4&qid=1716329674&sprefix=b00000j7j4%2Caps%2C352&sr=8-1,2021
Licensed To Ill,The Beastie boys!!!!,"April 5, 2021",5,It’s three bad brothers you know so well. Perfect for my b-boys collection!,https://www.amazon.com/Licensed-Ill-Beastie-Boys/dp/B0000024JN/ref=sr_1_1?crid=26Z40W9BCQ6GN&dib=eyJ2IjoiMSJ9.DzgrAO2p_0xnmHKmBrZUNQ.7vtU8WkuIB8LBQpmm5qZgOEnI5p_03GM7Glll6qKVyQ&dib_tag=se&keywords=B0000024JN&qid=1716297692&sprefix=b0000024jn%2Caps%2C201&sr=8-1,2021
Pocahontas (Disney Gold Classic Collection) [DVD],Great Disney Classic,"January 28, 2021",5,Added to my Disney Collection. One of the best!,https://www.amazon.com/Pocahontas-Disney-Gold-Classic-Collection/dp/B00004R99J/ref=sr_1_1?crid=3JW3HQPN52PCN&dib=eyJ2IjoiMSJ9.u5yuIqrsfSDHyDcDPleR3w.3kfiomxEG-qWlEZmJ08CjLxn4Nj1ZJiaVJfbIOAKu_E&dib_tag=se&keywords=B00004R99J&qid=1716405155&sprefix=b00004r99j%2Caps%2C356&sr=8-1,2021
The Downward Spiral,Good to have.,"April 22, 2021",5,Quality pressing.,https://www.amazon.com/Downward-Spiral-Nine-Inch-Nails/dp/B000001Y5Z/ref=sr_1_1?crid=3A3LZ91QFKO88&dib=eyJ2IjoiMSJ9.mcGhuEujktzWkhLcRDqAbw.OmTWacVrnhAwlHzvt2cAZWOya0HUXzqFowTm8R8YXKw&dib_tag=se&keywords=B000001Y5Z&qid=1716296825&sprefix=b000001y5z%2Caps%2C334&sr=8-1,2021
Taming of the Shrew -DVD,Taming of the Shrew (Taylor/Burton),"February 10, 2021",5,"Who would have thought that Elizabeth Taylor could handle Shakespeare? Add to that, she had to hold her own with one of the greatest Shakespearean actors of all time, her husband, Richard Burton. This movie is one of the best by Franco Zeffirelli. The sets and costumes are lush and beautifully lit. Taylor and Burton have never been better",https://www.amazon.com/Taming-Shrew-Richard-Burton/dp/B00000JL7T/ref=sr_1_1?crid=2MONHXCLTDSQG&dib=eyJ2IjoiMSJ9.ToDS16XyIdpDzBWkweMDOA.xjGuyxUKSx-1uNXy4Um_EijsACDc4YCHZklBOnVVrCc&dib_tag=se&keywords=B00000JL7T&qid=1716380171&sprefix=b00000jl7t%2Caps%2C342&sr=8-1,2021
No Strings Attached,Perfect,"May 15, 2021",5,Very happy about this purchase!,https://www.amazon.com/No-Strings-Attached-N-Sync/dp/B00004NRPZ/ref=sr_1_1?crid=5YHVOVOPHFCR&dib=eyJ2IjoiMSJ9.dDSgei2nNJfpY716mP3ABg.azOQBCUROox2JyU67ZR2CMK4uZwhIwGFBrtyOqLizg4&dib_tag=se&keywords=B00004NRPZ&qid=1716238819&sprefix=b00004nrpz%2Caps%2C362&sr=8-1,2021
Leftoverture,This was a replacement,"June 17, 2021",5,I have been listening to this album since it came out in 1976. Look up the albums that came out in 1976. It was a HUGE year for GREAT music!!!! Leftoverture is one of my favorites. Fantastic!,https://www.amazon.com/Leftoverture-Kansas/dp/B000002579/ref=sr_1_1?crid=1BMCW32LI13QI&dib=eyJ2IjoiMSJ9.8hZwN_rsJUTSt5dV-WZp7A.IfEveLO_BcklRD4TFePgK-NtqoZJ27CTiGOLbIUecUM&dib_tag=se&keywords=B000002579&qid=1716303777&sprefix=b000002579%2Caps%2C356&sr=8-1,2021
The Downward Spiral,Moog synth,"April 25, 2021",5,This was bought for replacement of my lost one. One of my favorites that got me into NIN,https://www.amazon.com/Downward-Spiral-Nine-Inch-Nails/dp/B000001Y5Z/ref=sr_1_1?crid=3A3LZ91QFKO88&dib=eyJ2IjoiMSJ9.mcGhuEujktzWkhLcRDqAbw.OmTWacVrnhAwlHzvt2cAZWOya0HUXzqFowTm8R8YXKw&dib_tag=se&keywords=B000001Y5Z&qid=1716296825&sprefix=b000001y5z%2Caps%2C334&sr=8-1,2021
Pocahontas (Disney Gold Classic Collection) [DVD],Great,"June 17, 2021",5,Came early and in great condition. It worked well.,https://www.amazon.com/Pocahontas-Disney-Gold-Classic-Collection/dp/B00004R99J/ref=sr_1_1?crid=3JW3HQPN52PCN&dib=eyJ2IjoiMSJ9.u5yuIqrsfSDHyDcDPleR3w.3kfiomxEG-qWlEZmJ08CjLxn4Nj1ZJiaVJfbIOAKu_E&dib_tag=se&keywords=B00004R99J&qid=1716405155&sprefix=b00004r99j%2Caps%2C356&sr=8-1,2021
RAGE AGAINST THE MACHINE,Muzic,"January 8, 2021",5,Great band. Wonderful album.,https://www.amazon.com/Rage-Against-Machine/dp/B0000028RS/ref=sr_1_1?crid=VBS29MELSOA3&dib=eyJ2IjoiMSJ9.VWPcOWPyTyv5ICwl-eFZuQ.xjqxaHLS7hgSUbiLdsxg3P_bk__iyD9EZsOD0jn7lEs&dib_tag=se&keywords=B0000028RS&qid=1716317138&sprefix=b0000028rs%2Caps%2C367&sr=8-1,2021
Blood On The Tracks,replacement,"January 15, 2021",5,great album just a change from record to CD for convience,https://www.amazon.com/Blood-Tracks-Bob-Dylan/dp/B00000253N/ref=sr_1_1?crid=33FJHT3XA8AYD&dib=eyJ2IjoiMSJ9.NelGiRKRLpvIB5Lby9ynQg.Q2-ZSy76pup5Yxaa4nUhB7xPc7GV3hwB_g-eOyiz9v4&dib_tag=se&keywords=B00000253N&qid=1716301570&sprefix=b00000253n%2Caps%2C357&sr=8-1,2021
"Corona RP 3230 Rachet Hand Pruner-3/4 Inch Cut Capacity Stem and Branch Garden Shears, Red",Great product,"June 5, 2021",5,Love this product. Use it all the time. Nice and sharp.,https://www.amazon.com/Corona-RP-3230-Ratchet-Pruner/dp/B00004R9YV/ref=sr_1_1?crid=1FC9IYAOZMW4F&dib=eyJ2IjoiMSJ9.MjJfm07O-6hfKjgXd1dKkQ.L4eRAUkNIVBZkNZ8lESFqXt8MGN5-6XRc9PZXDRADy8&dib_tag=se&keywords=B00004R9YV&qid=1716398453&sprefix=b00004r9yv%2Caps%2C193&sr=8-1,2021
Robin Hood (Disney Gold Classic Collection),L. O. V. E.,"September 4, 2021",5,"Ordered this on a nostalgic whim at 340am when granddaughter decided to be awake a while.
This is our go to chill movie when she will be going back to bed. She loves music and the tunes keep her attention as well as all the children voices of the animal characters.
It makes my heart warm to watch as I remember it from my childhood. Now if I can find Briar Rabbit and Briar Bear.",https://www.amazon.com/Robin-Hood-Disney-Classic-Collection/dp/B00004R99Q/ref=sr_1_1?crid=6M5HSA6LVN5K&dib=eyJ2IjoiMSJ9.E6JUSuulmP3zj9P1P3e_lQ.3zfyZScBzgkSJGgJQMFsoaFV2a7gv1DhSWPA2eVVb8I&dib_tag=se&keywords=B00004R99Q&qid=1716394422&sprefix=b00004r99q%2Caps%2C359&sr=8-1,2021
Brazilian Romance,Just listening to my favorite female singer always stimulating.,"August 30, 2021",5,No dislikes.,https://www.amazon.com/Brazilian-Romance-Sarah-Vaughan/dp/B0000026H4/ref=sr_1_1?crid=2ZXU6K8I2EDAO&dib=eyJ2IjoiMSJ9.eYZbZdVOCqKwYIJU2c0_LA.tuhQsVSF-A6_S65NoMT0oPDyoJOcnRSNqXAjVjpLudM&dib_tag=se&keywords=B0000026H4&qid=1716313889&sprefix=b0000026h4%2Caps%2C214&sr=8-1,2021
"Lello 4080 Musso Lussino 1.5-Quart Ice Cream Maker, Stainless - 110/120V 60 HZ",Worth Every Penny For Frequent User,"March 22, 2021",5,"Did a lot of research and read a lot of product reviews in my quest for an authentic Italian Gelato machine. I've had the old Cuisinart home ice cream machine in the past, where you freeze the bowl first, and I didn't want to deal with having to freeze the bowl again, I wanted a self-contained refrigerated unit, of which there are really only 3 of that I considered (this one, the Breville and the Cuisinart). There are cheap Chinese knock-offs that Amazon is pushing of course, just like every other product, and I refuse to buy any of that garbage. So despite the outrageous price I decided to give this one a shot primarily based upon the Italian manufacturing (not China) since I've had great luck with other Italian appliances. As noted in many other reviews, this unit is robust, heavy and powerful.

To clarify on a couple of the most common ""complaints"" from other reviews I read - here's my perspective:

1) CLAIM: It's heavy, so you need to find a place to park this an never move it. Hogwash! It weighs 38 lbs. not 138 lbs. I have it stored in my pantry and when I want to use it I grab it and set it on my kitchen counter right next to the sink, when I'm done I put it back in the pantry. Perhaps if you're not capable of carrying 38 lbs. a few feet then it would be an issue (elderly, weak body type, etc.) but I'd say for most people it's not going to be an issue. My wife can carry it no problem.

2) CLAIM: It doesn't have a removable bowl so it's hard to clean. Hogwash! This is probably the easiest to clean appliance I own. The entire thing is stainless steel and the bowl and top are highly polished stainless steel, it doesn't get any easier to clean than that. Here's what I do to clean it. Make gelato. Scoop gelato out with a silicone spatula, leaving very little in the bowl. Leave the unit turned off and just sit for 10 minutes to let the bowl unfreeze. Take a paper towel and wipe out what's left. Wet another paper towel and wipe the bowl out. Take a dry paper towel and do a final wipe of the bowl. It literally takes 30 seconds to clean this and it looks brand new every time. Just don't try to clean it immediately when the bowl is still frozen, let it melt and then it's a piece of cake.

NOTE: You DO need to be careful when removing the blade to not get the threads of the bolt that holds the blade on full of gelato since it would be difficult to fully clean that off.

I don't have a long-term reliability perspective since I've only had it a short time, but I've made 10 batches of gelato in it now, and it's perfect every time. I pre-cool the unit for 10 minutes by turning on the compressor before making the gelato. I always use fully chilled base in the fridge for at least several hours. Using it in that manner, my churning time is 15 minutes every time, and it comes out very smooth and perfect. I set the timer for 20 minutes, and when it approaches 15 minutes in I just listen to the churning, as soon as I start to hear the motor start to work a little harder I know it's done and I stop there.

THE ONLY annoying thing about this unit is the old-fashioned ticking countdown timer can't be reset to 0 manually, once you turn it on you have to just let it count down, so even if you shut the unit off early before the timer is done it just sits there ticking and counting down until the time is up and then ""ding"" it lets you know the timer is done. It's just and old-fashioned design, but at the same time it will probably last forever since it's a very basic analog timer and not some fancy digital timer that relies on a computer chip.

So I think the bottom line is if you want to make gelato frequently, and you don't mind spending a few extra bucks on a premium appliance that you'll plan to own for decades, this is worth it. If you start doing the ""I can make the same quality gelato in a unit that costs less....."" comparison, then this isn't for you. Maybe you can or maybe you can't make the same quality gelato in the Cuisinart or Breville or the junky Amazon chinabdrand one, but you can FOR SURE make the highest quality gelato in this one and you'll enjoy owning something this nice (and Italian).",https://www.amazon.com/Lello-Musso-Lussino-1-5-Quart-Stainless/dp/B00004RDF0/ref=sr_1_1?crid=31U03XBHKUMO5&dib=eyJ2IjoiMSJ9.iXlysYCg0z8XEdEPjHGk2kJC_fdcMEbmIRU8o4BjybTGjHj071QN20LucGBJIEps.ZMutt-h32Z9VEDOvq-w0r6OPQBIKqJP3M2dLoBEOKkY&dib_tag=se&keywords=B00004RDF0&qid=1716402056&sprefix=b00004rdf0%2Caps%2C198&sr=8-1,2021
Bad For Good,I love this album,"January 22, 2021",5,I have been a fan of this album since it's release. Owning it again brings back fun memories. My best friend loves this album as well so I can see new ones being made!,https://www.amazon.com/Bad-Good-Jim-Steinman/dp/B0000025IQ/ref=sr_1_1?crid=3HV0Z5Y943COP&dib=eyJ2IjoiMSJ9.Yl_b6QaN_ng4J-aIse_wrQ.-VZ22EYYv2DRKkoXC7xpMoMQ0uER57ipy9Np_mUG9vw&dib_tag=se&keywords=B0000025IQ&qid=1716306618&sprefix=b0000025iq%2Caps%2C196&sr=8-1,2021
Play,Great replacement,"January 15, 2021",5,My husband wore out his old CD and was excited for this replacement. Arrived on time and in perfect condition.,https://www.amazon.com/Play-Moby/dp/B00000J6AG/ref=sr_1_1?crid=37CCM6X7KCM2F&dib=eyJ2IjoiMSJ9.wjLOn2_mPix7oi5zvR_VJw.LpSioksqjlOaM7zt3Zfdtcc0Ip8Q_m41AdCSiNairBQ&dib_tag=se&keywords=B00000J6AG&qid=1716326925&sprefix=b00000j6ag%2Caps%2C448&sr=8-1,2021
High Country Snows,A WIN WIN!,"July 25, 2021",5,QUICK DELIVERY - GREAT CD! A WIN WIN!,https://www.amazon.com/High-Country-Snows-Dan-Fogelberg/dp/B00000261V/ref=sr_1_1?crid=XT4N6YVBTPUK&dib=eyJ2IjoiMSJ9.tAZafTCS4JmVTfR63ZFIfw.8by2Cr0Mi-Ie2Xci-Tfw5srWl9eZbxPjGcgiwHBZDuk&dib_tag=se&keywords=B00000261V&qid=1716311609&sprefix=b00000261v%2Caps%2C214&sr=8-1,2021
RAGE AGAINST THE MACHINE,,"November 2, 2021",5,discazo!,https://www.amazon.com/Rage-Against-Machine/dp/B0000028RS/ref=sr_1_1?crid=VBS29MELSOA3&dib=eyJ2IjoiMSJ9.VWPcOWPyTyv5ICwl-eFZuQ.xjqxaHLS7hgSUbiLdsxg3P_bk__iyD9EZsOD0jn7lEs&dib_tag=se&keywords=B0000028RS&qid=1716317138&sprefix=b0000028rs%2Caps%2C367&sr=8-1,2021
Fallen,Not for everyone.,"August 4, 2021",3,"The songs were beautifully sung but this type of music requires a special audience. This is not a put down.
There was one song that I liked so I bought the CD. I am sure that their are many people who would enjoy the entire CD.",https://www.amazon.com/Fallen-Evanescence/dp/B000089RVX/ref=sr_1_1?crid=290CGQ2NHPHC7&dib=eyJ2IjoiMSJ9.eobad5SwL5i-d--AGwghbQ.ykBTVlm_foUM92hVwy0EiGqNgj1fNLbaz8EyP5LP3lg&dib_tag=se&keywords=B000089RVX&qid=1716280554&sprefix=b000089rvx%2Caps%2C342&sr=8-1,2021
Hercules (Walt Disney Gold Classic Collection),Good quality,"August 9, 2021",5,Packaged well and had no issues. Worked perfectly,https://www.amazon.com/Hercules-Walt-Disney-Classic-Collection/dp/B00004R99R/ref=sr_1_1?crid=2FTSH42AV5379&dib=eyJ2IjoiMSJ9.6I9WynejnQbIMfFL9XYLQQ.bw6tUbOzXPN5es-V0RIcFynfL6ZWiMQrvc1EuwhZPbY&dib_tag=se&keywords=B00004R99R&qid=1716395158&sprefix=b00004r99r%2Caps%2C348&sr=8-1,2021
Toto IV,Solid pressing (vinyl review for the 2020 release),"January 23, 2021",5,This vinyl pressing is terrific. After comparing this to my original copy I was pleasantly surprised to find it has more dynamics/punch. My guess is this wasn’t made with an analog source but I’m very happy nonetheless,https://www.amazon.com/Toto-IV/dp/B0000025P9/ref=sr_1_1?crid=2YCB54U5XGT8O&dib=eyJ2IjoiMSJ9.Mvsj5zCw_pAAuQf1kWcrSA.5rsvgNuHa2wMu7rc-yLV67oSTTpGKtGs0aLL_CHBiYo&dib_tag=se&keywords=B0000025P9&qid=1716308318&sprefix=b0000025p9%2Caps%2C363&sr=8-1,2021
The Castle of Cagliostro (Lupin the III),Good movie,"March 23, 2021",5,Good quality,https://www.amazon.com/Castle-Cagliostro-Lupin-III/dp/B00000JL3V/ref=sr_1_1?crid=1K33VXYQW89QX&dib=eyJ2IjoiMSJ9.LVtRZnChy96m8lBaasZAKw.C-D8X1sl6SzGHlsXsv0uBGynLpUi1c_zuW6PkGitGxc&dib_tag=se&keywords=B00000JL3V&qid=1716378696&sprefix=b00000jl3v%2Caps%2C461&sr=8-1,2021
Fallen,Thanks,"March 19, 2021",5,"I have heard these songs since I was very young, such special songs. Worth the listen",https://www.amazon.com/Fallen-Evanescence/dp/B000089RVX/ref=sr_1_1?crid=290CGQ2NHPHC7&dib=eyJ2IjoiMSJ9.eobad5SwL5i-d--AGwghbQ.ykBTVlm_foUM92hVwy0EiGqNgj1fNLbaz8EyP5LP3lg&dib_tag=se&keywords=B000089RVX&qid=1716280554&sprefix=b000089rvx%2Caps%2C342&sr=8-1,2021
A Bug's Life (Disney Gold Classic Collection) [DVD],Great movie!,"April 4, 2021",5,A Bug’s Life never gets old! 👍🏼 The movie is great and makes for a perfect collection of those classic Disney movies. I would recommend this for kids and families. I’m glad they had it in 4K; its worked/played great with no problem. I like how I can stream it anywhere I go and not worry about having stacks of movies at home. Convenient :),https://www.amazon.com/Bugs-Life-Disney-Classic-Collection/dp/B00004R999/ref=sr_1_1?crid=2GALE335LFHNA&dib=eyJ2IjoiMSJ9.SNHvZeJrvSsSo16VcR5Gxg.51xUwXGMvaEhr6W1FHL6lpsOJ1w3tixPVi3fgVeI2QY&dib_tag=se&keywords=B00004R999&qid=1716403654&sprefix=b00004r999%2Caps%2C199&sr=8-1,2021
Blood On The Tracks,Excellent quality vinyl,"January 12, 2021",5,Fantastic album and the quality of the vinyl is excellent,https://www.amazon.com/Blood-Tracks-Bob-Dylan/dp/B00000253N/ref=sr_1_1?crid=33FJHT3XA8AYD&dib=eyJ2IjoiMSJ9.NelGiRKRLpvIB5Lby9ynQg.Q2-ZSy76pup5Yxaa4nUhB7xPc7GV3hwB_g-eOyiz9v4&dib_tag=se&keywords=B00000253N&qid=1716301570&sprefix=b00000253n%2Caps%2C357&sr=8-1,2021
"Bigger, Better, Faster, More!",I bought the CD just for the hit song!,"September 6, 2021",5,I bought the CD just for the hit song!,https://www.amazon.com/Bigger-Better-Faster-More-Blondes/dp/B000001Y5D/ref=sr_1_1?crid=1TF1E7HDRIHQY&dib=eyJ2IjoiMSJ9.QSDQ8OSlr1k-p5W3gLSm4A.8B_eOyersrmmJzarDqaTkAy2RMOmq5Jb0u4iFqeXxKQ&dib_tag=se&keywords=B000001Y5D&qid=1716296443&sprefix=b000001y5d%2Caps%2C375&sr=8-1,2021
"Rossini - Il Barbiere di Siviglia / Horne, Nucci, Ramey, Dara, Barbacini, Chailly",Great recording of a classic.,"September 20, 2021",4,"Apparently, this is the first digital recording of ‘The Barber of Seville’. It’s a great recording to have, but Amazon’s shipping is why I only give it 4 stars. The large shipping envelope contained the jewel case, the libretto, and the slip case they should of been in. Of course, the slip case was severely damaged.",https://www.amazon.com/Rossini-Barbiere-Siviglia-Barbacini-Chailly/dp/B0000025QL/ref=sr_1_1?crid=1XSTC02TM9YMQ&dib=eyJ2IjoiMSJ9.3cmpt59hJF0rFWyStEvW6Q.w3oMpCsUdsUyhPAzi3ybwgL05PLJ1eKNckqDo2jDpKA&dib_tag=se&keywords=B0000025QL&qid=1716309795&sprefix=b0000025ql%2Caps%2C332&sr=8-1,2021
Hercules (Walt Disney Gold Classic Collection),Still a favorite as an adult,"June 14, 2021",5,Currently buying all of my favorite Disney movies for my own kids. The one is definitely a favorite in our home. So happy with this purchase.,https://www.amazon.com/Hercules-Walt-Disney-Classic-Collection/dp/B00004R99R/ref=sr_1_1?crid=2FTSH42AV5379&dib=eyJ2IjoiMSJ9.6I9WynejnQbIMfFL9XYLQQ.bw6tUbOzXPN5es-V0RIcFynfL6ZWiMQrvc1EuwhZPbY&dib_tag=se&keywords=B00004R99R&qid=1716395158&sprefix=b00004r99r%2Caps%2C348&sr=8-1,2021
The Sword in the Stone (Disney Gold Classic Collection) [DVD],Great old school story!,"September 7, 2021",5,As a person of morals this video is really good for small kids to develop principles as well the story is an old way to approach to the human side of the things. 100% recommended.,https://www.amazon.com/Sword-Stone-Disney-Classic-Collection/dp/B00004R9A0/ref=sr_1_1?crid=2PK0V64PVBYRU&dib=eyJ2IjoiMSJ9.IG5IsgCd_tJLcDfYAGsKRQ.ISfANwIrfxDC0AJirSWM76wsRzBHPDYrD0UzxKsIfPs&dib_tag=se&keywords=B00004R9A0&qid=1716395894&sprefix=b00004r9a0%2Caps%2C361&sr=8-1,2021
